id,performance_id,user_location_1,user_location_2,user_location_3,user_location_4,user_location_5,user_location_6,user_location_7,user_location_8,user_location_9,user_location_10,user_location_11,user_location_12,user_location_13,user_location_14,user_location_15,user_location_16,user_location_17,user_location_18,user_location_19,user_location_20
2769,2769,uk,us,india,nigeria,australia,france,germany,canada,pakistan,mexico,ukraine,south africa,morocco,brazil,ghana,spain,turkey,italy,tanzania,indonesia
2770,2770,uk,us,india,canada,australia,nigeria,germany,france,pakistan,russia,tanzania,brazil,turkey,spain,morocco,poland,italy,mexico,ghana,indonesia
2771,2771,uk,india,us,nigeria,canada,germany,france,pakistan,australia,belgium,mexico,spain,south africa,italy,brazil,ukraine,russia,ghana,poland,egypt
2772,2772,uk,us,india,germany,canada,nigeria,australia,france,pakistan,belgium,ghana,italy,indonesia,ukraine,russia,turkey,mexico,tanzania,egypt,brazil
2773,2773,uk,us,india,pakistan,nigeria,germany,canada,australia,france,russia,south africa,poland,italy,morocco,mexico,portugal,turkey,ukraine,indonesia,brazil
2774,2774,uk,india,us,france,canada,australia,nigeria,germany,pakistan,spain,brazil,egypt,belgium,poland,indonesia,russia,tanzania,south africa,portugal,italy
2775,2775,uk,india,us,france,nigeria,pakistan,germany,canada,australia,spain,indonesia,tanzania,italy,south africa,brazil,portugal,egypt,poland,belgium,mexico
2776,2776,uk,us,india,nigeria,canada,pakistan,australia,france,germany,italy,south africa,ghana,portugal,spain,turkey,russia,mexico,egypt,indonesia,belgium
2777,2777,india,uk,us,france,australia,canada,germany,nigeria,pakistan,indonesia,brazil,mexico,italy,russia,portugal,poland,turkey,ukraine,morocco,spain
2778,2778,uk,us,india,canada,pakistan,nigeria,france,australia,germany,brazil,turkey,indonesia,ghana,egypt,ukraine,russia,portugal,morocco,belgium,tanzania
2779,2779,india,uk,us,canada,pakistan,france,australia,germany,nigeria,south africa,brazil,portugal,morocco,spain,ukraine,tanzania,italy,mexico,ghana,turkey
2780,2780,uk,india,us,germany,canada,pakistan,france,nigeria,australia,ukraine,belgium,spain,portugal,ghana,morocco,russia,poland,indonesia,brazil,south africa
2781,2781,uk,india,us,canada,pakistan,france,germany,australia,nigeria,turkey,mexico,tanzania,ghana,belgium,south africa,spain,italy,portugal,ukraine,poland
2782,2782,uk,us,india,france,germany,australia,pakistan,nigeria,canada,belgium,poland,morocco,south africa,ghana,portugal,spain,ukraine,egypt,italy,mexico
2783,2783,uk,india,us,australia,pakistan,canada,nigeria,france,germany,turkey,brazil,portugal,indonesia,russia,tanzania,egypt,spain,south africa,poland,mexico
2784,2784,uk,india,us,france,australia,pakistan,germany,canada,nigeria,turkey,morocco,russia,poland,tanzania,ukraine,indonesia,brazil,mexico,spain,egypt
2785,2785,uk,us,india,pakistan,australia,france,germany,canada,nigeria,italy,ghana,turkey,portugal,south africa,poland,brazil,russia,egypt,mexico,indonesia
2786,2786,uk,india,us,nigeria,australia,pakistan,canada,france,germany,spain,brazil,egypt,morocco,indonesia,ghana,belgium,tanzania,south africa,portugal,turkey
2787,2787,uk,us,india,nigeria,france,pakistan,canada,germany,australia,tanzania,indonesia,russia,mexico,egypt,italy,brazil,ukraine,poland,south africa,spain
2788,2788,uk,us,india,nigeria,germany,canada,france,australia,pakistan,russia,tanzania,ghana,morocco,turkey,ukraine,brazil,poland,mexico,portugal,belgium
2789,2789,india,us,uk,pakistan,australia,france,nigeria,canada,germany,egypt,mexico,turkey,spain,italy,indonesia,ukraine,belgium,morocco,portugal,south africa
2790,2790,uk,india,us,canada,australia,nigeria,pakistan,france,germany,ukraine,portugal,morocco,russia,turkey,spain,mexico,indonesia,brazil,south africa,tanzania
2791,2791,uk,us,india,nigeria,france,germany,australia,canada,pakistan,italy,ghana,tanzania,turkey,brazil,ukraine,egypt,south africa,indonesia,poland,russia
2792,2792,uk,us,india,nigeria,germany,canada,australia,pakistan,france,portugal,indonesia,poland,tanzania,spain,ghana,egypt,turkey,italy,brazil,mexico
2793,2793,us,uk,india,pakistan,germany,nigeria,france,australia,canada,belgium,poland,morocco,tanzania,south africa,portugal,ukraine,russia,italy,ghana,indonesia
2794,2794,uk,india,us,pakistan,australia,nigeria,canada,france,germany,brazil,indonesia,ukraine,italy,tanzania,mexico,spain,south africa,portugal,turkey,morocco
2795,2795,uk,us,india,canada,germany,nigeria,pakistan,france,australia,indonesia,italy,brazil,belgium,russia,spain,poland,turkey,ukraine,egypt,mexico
2796,2796,uk,india,us,australia,pakistan,germany,france,nigeria,canada,south africa,belgium,brazil,ukraine,ghana,turkey,indonesia,russia,mexico,italy,portugal
2797,2797,uk,us,india,australia,nigeria,france,canada,germany,pakistan,ukraine,morocco,egypt,mexico,south africa,spain,tanzania,belgium,brazil,ghana,italy
2798,2798,uk,us,india,france,nigeria,canada,pakistan,germany,australia,ukraine,brazil,south africa,egypt,russia,indonesia,spain,belgium,ghana,italy,portugal
2799,2799,us,india,uk,canada,australia,france,pakistan,nigeria,germany,indonesia,tanzania,spain,mexico,ukraine,brazil,belgium,portugal,poland,morocco,ghana
2800,2800,uk,india,us,australia,pakistan,canada,nigeria,france,germany,ukraine,portugal,indonesia,spain,ghana,russia,turkey,egypt,belgium,south africa,tanzania
2801,2801,uk,india,us,france,pakistan,nigeria,australia,canada,germany,portugal,tanzania,morocco,belgium,south africa,russia,ukraine,turkey,mexico,indonesia,spain
2802,2802,uk,india,us,france,canada,germany,australia,nigeria,pakistan,tanzania,belgium,brazil,south africa,russia,portugal,indonesia,spain,egypt,ukraine,poland
2803,2803,uk,us,india,canada,france,germany,australia,pakistan,nigeria,russia,indonesia,brazil,ukraine,ghana,morocco,turkey,italy,tanzania,egypt,portugal
2804,2804,india,uk,us,canada,nigeria,australia,pakistan,germany,france,poland,italy,portugal,morocco,indonesia,brazil,turkey,ghana,spain,mexico,south africa
2805,2805,uk,india,us,germany,france,australia,canada,nigeria,pakistan,portugal,spain,ghana,morocco,south africa,belgium,ukraine,russia,indonesia,mexico,tanzania
2806,2806,uk,us,india,france,germany,nigeria,australia,pakistan,canada,poland,ghana,belgium,italy,tanzania,egypt,mexico,indonesia,south africa,morocco,spain
2807,2807,uk,us,india,france,australia,germany,pakistan,nigeria,canada,spain,ghana,mexico,indonesia,portugal,tanzania,south africa,belgium,ukraine,turkey,italy
2808,2808,uk,us,india,germany,pakistan,canada,france,australia,nigeria,portugal,ukraine,morocco,mexico,south africa,poland,italy,egypt,indonesia,brazil,turkey
2809,2809,uk,us,india,australia,nigeria,pakistan,germany,canada,france,poland,brazil,tanzania,italy,russia,egypt,indonesia,belgium,ukraine,portugal,south africa
2810,2810,india,uk,us,nigeria,pakistan,australia,germany,canada,france,belgium,spain,portugal,ghana,italy,russia,egypt,south africa,turkey,indonesia,ukraine
2811,2811,uk,us,india,nigeria,canada,australia,france,germany,pakistan,belgium,ukraine,mexico,spain,tanzania,egypt,brazil,turkey,russia,ghana,south africa
2812,2812,us,uk,india,canada,pakistan,france,nigeria,australia,germany,ukraine,portugal,tanzania,south africa,mexico,spain,turkey,indonesia,italy,russia,poland
2813,2813,uk,india,us,australia,germany,nigeria,canada,pakistan,france,poland,mexico,indonesia,tanzania,portugal,spain,russia,belgium,egypt,turkey,brazil
2814,2814,uk,us,india,germany,canada,pakistan,nigeria,australia,france,morocco,turkey,portugal,mexico,spain,brazil,ukraine,russia,italy,south africa,egypt
2815,2815,us,india,uk,canada,pakistan,france,nigeria,australia,germany,mexico,ukraine,spain,south africa,russia,poland,indonesia,italy,portugal,morocco,ghana
2816,2816,uk,india,us,germany,canada,australia,pakistan,france,nigeria,brazil,morocco,russia,belgium,south africa,ghana,egypt,indonesia,turkey,tanzania,spain
2817,2817,india,us,uk,canada,pakistan,germany,australia,france,nigeria,south africa,belgium,italy,egypt,ghana,russia,ukraine,turkey,tanzania,mexico,morocco
2818,2818,uk,india,us,australia,germany,pakistan,nigeria,canada,france,ukraine,ghana,belgium,italy,egypt,russia,morocco,portugal,south africa,tanzania,mexico
2819,2819,uk,us,india,pakistan,nigeria,australia,canada,germany,france,mexico,italy,turkey,ukraine,poland,portugal,ghana,brazil,egypt,spain,russia
2820,2820,uk,india,us,australia,france,nigeria,pakistan,canada,germany,russia,morocco,ghana,belgium,brazil,ukraine,south africa,spain,indonesia,italy,egypt
2821,2821,india,uk,us,australia,france,germany,pakistan,nigeria,canada,ukraine,spain,turkey,mexico,russia,portugal,egypt,belgium,morocco,brazil,indonesia
2822,2822,india,uk,us,pakistan,germany,nigeria,france,canada,australia,south africa,ukraine,turkey,mexico,spain,ghana,morocco,tanzania,italy,egypt,russia
2823,2823,us,uk,india,nigeria,canada,pakistan,germany,france,australia,morocco,turkey,egypt,ghana,poland,mexico,south africa,italy,ukraine,indonesia,spain
2824,2824,us,india,uk,nigeria,pakistan,australia,france,germany,canada,indonesia,russia,ghana,brazil,south africa,ukraine,egypt,turkey,belgium,morocco,tanzania
2825,2825,uk,india,us,australia,france,germany,canada,nigeria,pakistan,spain,portugal,ukraine,tanzania,russia,belgium,turkey,south africa,ghana,egypt,brazil
2826,2826,uk,us,india,australia,germany,france,nigeria,pakistan,canada,egypt,spain,turkey,ukraine,ghana,morocco,portugal,belgium,tanzania,south africa,brazil
2827,2827,uk,us,india,germany,nigeria,australia,france,pakistan,canada,morocco,belgium,spain,ukraine,south africa,poland,brazil,tanzania,turkey,italy,egypt
2828,2828,us,uk,india,germany,france,australia,canada,nigeria,pakistan,turkey,spain,tanzania,belgium,portugal,egypt,ghana,russia,south africa,ukraine,mexico
2829,2829,uk,us,india,nigeria,pakistan,france,germany,australia,canada,morocco,portugal,tanzania,mexico,egypt,russia,belgium,indonesia,turkey,spain,south africa
2830,2830,india,us,uk,pakistan,canada,germany,france,australia,nigeria,portugal,egypt,poland,ghana,ukraine,mexico,russia,morocco,spain,south africa,italy
2831,2831,uk,india,us,germany,pakistan,australia,france,nigeria,canada,egypt,ukraine,south africa,belgium,indonesia,turkey,portugal,italy,tanzania,poland,morocco
2832,2832,uk,india,us,france,canada,australia,pakistan,germany,nigeria,mexico,south africa,morocco,poland,turkey,ghana,tanzania,brazil,indonesia,belgium,russia
2833,2833,uk,india,us,france,germany,australia,pakistan,nigeria,canada,tanzania,morocco,ghana,indonesia,mexico,belgium,russia,brazil,poland,turkey,spain
2834,2834,uk,us,india,pakistan,france,germany,canada,australia,nigeria,portugal,belgium,tanzania,turkey,ghana,indonesia,south africa,brazil,ukraine,italy,poland
2835,2835,uk,india,us,nigeria,pakistan,germany,canada,france,australia,ukraine,indonesia,spain,russia,ghana,tanzania,brazil,morocco,mexico,turkey,italy
2836,2836,uk,us,india,pakistan,nigeria,australia,canada,germany,france,mexico,egypt,belgium,italy,turkey,morocco,russia,poland,ghana,tanzania,ukraine
2837,2837,uk,india,us,pakistan,france,nigeria,australia,germany,canada,russia,tanzania,ukraine,spain,turkey,ghana,italy,brazil,morocco,portugal,belgium
2838,2838,india,us,uk,canada,france,australia,germany,pakistan,nigeria,egypt,turkey,belgium,ghana,ukraine,brazil,russia,portugal,spain,italy,south africa
2839,2839,uk,us,india,nigeria,france,canada,pakistan,germany,australia,brazil,egypt,portugal,spain,turkey,mexico,indonesia,morocco,ukraine,tanzania,ghana
2840,2840,uk,us,india,canada,australia,france,nigeria,germany,pakistan,indonesia,ghana,russia,south africa,turkey,mexico,ukraine,tanzania,poland,brazil,egypt
2841,2841,india,us,uk,australia,germany,canada,nigeria,france,pakistan,belgium,egypt,italy,ukraine,portugal,ghana,mexico,spain,russia,tanzania,brazil
2842,2842,uk,us,india,nigeria,france,canada,pakistan,australia,germany,russia,portugal,egypt,morocco,spain,turkey,mexico,brazil,ghana,south africa,tanzania
2843,2843,uk,us,india,nigeria,australia,canada,germany,pakistan,france,belgium,egypt,portugal,indonesia,italy,mexico,ghana,brazil,south africa,spain,russia
2844,2844,uk,us,india,australia,germany,canada,nigeria,france,pakistan,belgium,tanzania,portugal,poland,brazil,morocco,spain,south africa,italy,ghana,russia
2845,2845,uk,us,india,australia,pakistan,france,germany,canada,nigeria,italy,portugal,tanzania,brazil,egypt,spain,belgium,russia,poland,mexico,indonesia
2846,2846,uk,india,us,canada,france,pakistan,nigeria,germany,australia,brazil,turkey,russia,spain,poland,tanzania,belgium,ghana,portugal,morocco,ukraine
2847,2847,uk,us,india,france,australia,germany,nigeria,canada,pakistan,ukraine,spain,italy,mexico,morocco,ghana,russia,tanzania,south africa,indonesia,egypt
2848,2848,uk,india,us,canada,germany,australia,pakistan,france,nigeria,morocco,poland,ghana,south africa,egypt,portugal,ukraine,mexico,russia,italy,indonesia
2849,2849,us,uk,india,france,germany,pakistan,canada,australia,nigeria,tanzania,poland,portugal,south africa,morocco,italy,ghana,russia,brazil,belgium,mexico
2850,2850,uk,us,india,australia,pakistan,france,nigeria,germany,canada,portugal,mexico,south africa,belgium,ghana,brazil,ukraine,morocco,italy,tanzania,turkey
2851,2851,uk,us,india,france,germany,canada,pakistan,nigeria,australia,italy,mexico,tanzania,morocco,ukraine,ghana,brazil,poland,belgium,south africa,portugal
2852,2852,us,uk,india,australia,germany,pakistan,nigeria,france,canada,ghana,italy,egypt,brazil,belgium,portugal,poland,ukraine,russia,turkey,tanzania
2853,2853,uk,us,india,france,nigeria,pakistan,australia,germany,canada,russia,ukraine,ghana,indonesia,south africa,portugal,brazil,egypt,tanzania,poland,spain
2854,2854,uk,us,india,france,nigeria,germany,pakistan,canada,australia,spain,ghana,mexico,poland,morocco,russia,south africa,tanzania,portugal,italy,brazil
2855,2855,us,uk,india,nigeria,pakistan,australia,germany,france,canada,portugal,belgium,indonesia,italy,egypt,spain,south africa,brazil,mexico,turkey,ghana
2856,2856,uk,us,india,pakistan,nigeria,france,germany,canada,australia,italy,russia,tanzania,ukraine,turkey,belgium,brazil,morocco,egypt,portugal,indonesia
2857,2857,uk,india,us,nigeria,pakistan,france,canada,germany,australia,morocco,ghana,mexico,italy,indonesia,belgium,spain,ukraine,south africa,brazil,egypt
2858,2858,uk,india,us,germany,canada,nigeria,australia,pakistan,france,turkey,italy,morocco,brazil,south africa,ghana,mexico,belgium,russia,ukraine,spain
2859,2859,uk,us,india,germany,nigeria,australia,canada,pakistan,france,morocco,spain,ukraine,egypt,tanzania,russia,belgium,italy,portugal,turkey,mexico
2860,2860,uk,us,india,australia,canada,nigeria,germany,france,pakistan,spain,mexico,egypt,belgium,ukraine,morocco,indonesia,tanzania,brazil,poland,italy
2861,2861,uk,india,us,france,australia,nigeria,canada,pakistan,germany,brazil,belgium,tanzania,south africa,ukraine,egypt,morocco,indonesia,turkey,portugal,poland
2862,2862,uk,us,india,pakistan,france,australia,nigeria,canada,germany,tanzania,russia,egypt,turkey,portugal,south africa,indonesia,brazil,poland,belgium,italy
2863,2863,uk,india,us,nigeria,australia,germany,france,canada,pakistan,ghana,morocco,ukraine,italy,mexico,egypt,tanzania,portugal,south africa,spain,russia
2864,2864,india,uk,us,france,australia,canada,pakistan,nigeria,germany,indonesia,poland,morocco,belgium,south africa,brazil,portugal,mexico,ukraine,russia,italy
2865,2865,india,uk,us,nigeria,pakistan,france,germany,australia,canada,belgium,poland,mexico,ukraine,italy,south africa,tanzania,spain,ghana,russia,morocco
2866,2866,us,uk,india,france,canada,australia,germany,pakistan,nigeria,turkey,indonesia,tanzania,russia,belgium,south africa,ghana,portugal,mexico,ukraine,brazil
2867,2867,india,uk,us,nigeria,canada,pakistan,germany,australia,france,mexico,russia,indonesia,belgium,spain,turkey,italy,egypt,brazil,poland,ghana
2868,2868,uk,us,india,canada,france,pakistan,nigeria,australia,germany,indonesia,brazil,belgium,spain,tanzania,russia,egypt,mexico,morocco,ukraine,poland
2869,2869,uk,us,india,france,australia,pakistan,germany,nigeria,canada,poland,morocco,italy,russia,egypt,belgium,tanzania,portugal,brazil,spain,ghana
2870,2870,india,uk,us,germany,australia,canada,pakistan,nigeria,france,mexico,italy,indonesia,poland,south africa,tanzania,brazil,egypt,morocco,turkey,russia
2871,2871,india,uk,us,nigeria,canada,australia,pakistan,france,germany,mexico,egypt,turkey,belgium,spain,ukraine,russia,indonesia,poland,brazil,south africa
2872,2872,uk,us,india,nigeria,germany,pakistan,france,australia,canada,poland,portugal,spain,belgium,italy,brazil,russia,indonesia,turkey,south africa,mexico
2873,2873,uk,india,us,canada,france,nigeria,pakistan,germany,australia,russia,ukraine,italy,indonesia,poland,turkey,tanzania,morocco,brazil,belgium,south africa
2874,2874,uk,india,us,germany,australia,nigeria,pakistan,france,canada,south africa,italy,brazil,ukraine,egypt,portugal,ghana,poland,morocco,belgium,indonesia
2875,2875,uk,india,us,germany,nigeria,canada,australia,pakistan,france,poland,portugal,belgium,south africa,turkey,egypt,italy,tanzania,morocco,ghana,spain
2876,2876,uk,india,us,nigeria,canada,france,pakistan,germany,australia,poland,ukraine,egypt,brazil,belgium,turkey,spain,italy,tanzania,mexico,indonesia
2877,2877,uk,us,india,australia,germany,france,canada,nigeria,pakistan,italy,turkey,spain,russia,morocco,poland,portugal,indonesia,south africa,ghana,egypt
2878,2878,uk,india,us,nigeria,france,canada,australia,germany,pakistan,turkey,ghana,indonesia,italy,poland,portugal,south africa,morocco,brazil,ukraine,russia
2879,2879,uk,india,us,france,australia,canada,nigeria,pakistan,germany,indonesia,russia,morocco,turkey,spain,tanzania,ghana,ukraine,mexico,portugal,belgium
2880,2880,uk,india,us,germany,pakistan,canada,france,australia,nigeria,ghana,egypt,spain,morocco,portugal,south africa,ukraine,tanzania,italy,indonesia,russia
2881,2881,india,uk,us,australia,france,pakistan,germany,canada,nigeria,ghana,ukraine,russia,belgium,mexico,south africa,morocco,turkey,egypt,indonesia,italy
2882,2882,uk,us,india,pakistan,canada,australia,germany,france,nigeria,spain,brazil,morocco,ghana,russia,mexico,italy,portugal,indonesia,south africa,tanzania
2883,2883,uk,us,india,germany,pakistan,nigeria,canada,france,australia,poland,portugal,indonesia,brazil,morocco,ukraine,turkey,spain,tanzania,russia,mexico
2884,2884,uk,india,us,france,nigeria,canada,pakistan,australia,germany,ghana,spain,brazil,portugal,indonesia,south africa,belgium,ukraine,morocco,poland,russia
2885,2885,uk,us,india,pakistan,canada,australia,nigeria,germany,france,portugal,south africa,tanzania,ghana,indonesia,egypt,poland,mexico,turkey,brazil,italy
2886,2886,uk,india,us,germany,canada,nigeria,pakistan,australia,france,spain,indonesia,italy,ghana,poland,egypt,morocco,ukraine,mexico,belgium,brazil
2887,2887,india,uk,us,nigeria,australia,pakistan,germany,canada,france,poland,russia,morocco,belgium,ukraine,brazil,italy,spain,south africa,turkey,mexico
2888,2888,india,uk,us,canada,australia,france,nigeria,pakistan,germany,spain,morocco,tanzania,brazil,poland,ghana,italy,belgium,turkey,south africa,mexico
2889,2889,uk,india,us,canada,nigeria,australia,france,germany,pakistan,ukraine,mexico,italy,belgium,brazil,turkey,morocco,indonesia,ghana,south africa,spain
2890,2890,uk,india,us,france,canada,pakistan,nigeria,germany,australia,indonesia,portugal,italy,tanzania,poland,ghana,ukraine,spain,turkey,russia,belgium
2891,2891,uk,india,us,germany,france,pakistan,canada,nigeria,australia,brazil,portugal,belgium,tanzania,indonesia,ghana,south africa,poland,spain,mexico,turkey
2892,2892,uk,us,india,nigeria,pakistan,france,australia,canada,germany,poland,indonesia,south africa,morocco,egypt,brazil,portugal,tanzania,italy,spain,russia
2893,2893,india,uk,us,france,pakistan,germany,nigeria,australia,canada,south africa,italy,indonesia,belgium,ghana,morocco,ukraine,egypt,russia,portugal,mexico
2894,2894,india,uk,us,australia,nigeria,germany,pakistan,canada,france,south africa,mexico,morocco,brazil,egypt,ukraine,turkey,ghana,indonesia,spain,italy
2895,2895,uk,us,india,australia,germany,france,nigeria,canada,pakistan,poland,turkey,portugal,morocco,indonesia,italy,ghana,ukraine,brazil,mexico,tanzania
2896,2896,uk,us,india,nigeria,germany,canada,france,pakistan,australia,turkey,morocco,ukraine,russia,spain,belgium,italy,portugal,brazil,ghana,south africa
2897,2897,india,us,uk,australia,canada,nigeria,pakistan,germany,france,portugal,spain,egypt,ukraine,south africa,belgium,morocco,turkey,russia,poland,mexico
2898,2898,india,uk,us,france,canada,australia,pakistan,germany,nigeria,morocco,tanzania,egypt,brazil,portugal,poland,south africa,spain,russia,belgium,turkey
2899,2899,uk,us,india,australia,nigeria,france,canada,pakistan,germany,egypt,south africa,brazil,russia,tanzania,indonesia,spain,ghana,italy,poland,ukraine
2900,2900,uk,us,india,canada,france,germany,australia,nigeria,pakistan,indonesia,italy,portugal,russia,brazil,spain,ukraine,egypt,tanzania,poland,ghana
2901,2901,uk,india,us,france,canada,australia,nigeria,pakistan,germany,morocco,portugal,belgium,turkey,spain,south africa,tanzania,ghana,indonesia,ukraine,egypt
2902,2902,india,us,uk,france,canada,pakistan,germany,nigeria,australia,poland,indonesia,italy,south africa,ghana,spain,mexico,turkey,brazil,tanzania,egypt
2903,2903,india,us,uk,canada,australia,germany,nigeria,pakistan,france,italy,poland,ukraine,morocco,mexico,brazil,egypt,portugal,russia,spain,tanzania
2904,2904,india,us,uk,france,australia,canada,germany,nigeria,pakistan,egypt,spain,portugal,belgium,brazil,indonesia,morocco,mexico,south africa,turkey,russia
2905,2905,india,uk,us,germany,france,canada,nigeria,pakistan,australia,morocco,poland,south africa,egypt,tanzania,spain,russia,ukraine,ghana,indonesia,turkey
2906,2906,uk,us,india,australia,canada,nigeria,pakistan,france,germany,russia,tanzania,south africa,mexico,ghana,ukraine,indonesia,morocco,belgium,turkey,poland
2907,2907,uk,india,us,pakistan,canada,france,nigeria,germany,australia,tanzania,belgium,south africa,spain,turkey,italy,morocco,mexico,russia,portugal,indonesia
2908,2908,us,india,uk,germany,france,nigeria,australia,canada,pakistan,ukraine,spain,portugal,poland,morocco,south africa,italy,mexico,belgium,indonesia,turkey
2909,2909,uk,us,india,france,germany,canada,australia,nigeria,pakistan,russia,turkey,ghana,poland,south africa,morocco,italy,spain,ukraine,mexico,tanzania
2910,2910,us,uk,india,nigeria,germany,france,australia,pakistan,canada,turkey,morocco,italy,spain,indonesia,ukraine,egypt,mexico,portugal,south africa,ghana
2911,2911,uk,india,us,nigeria,pakistan,australia,canada,france,germany,belgium,egypt,morocco,italy,turkey,tanzania,portugal,south africa,mexico,poland,spain
2912,2912,uk,us,india,nigeria,germany,pakistan,france,australia,canada,brazil,morocco,russia,portugal,turkey,indonesia,poland,belgium,ghana,egypt,mexico
2913,2913,us,india,uk,france,canada,australia,nigeria,pakistan,germany,russia,portugal,italy,ukraine,ghana,mexico,morocco,egypt,spain,belgium,brazil
2914,2914,uk,us,india,france,canada,germany,pakistan,australia,nigeria,poland,ghana,russia,turkey,brazil,italy,egypt,ukraine,indonesia,mexico,portugal
2915,2915,uk,india,us,france,pakistan,canada,germany,nigeria,australia,tanzania,spain,south africa,indonesia,russia,ukraine,belgium,egypt,portugal,mexico,ghana
2916,2916,uk,us,india,germany,france,pakistan,nigeria,canada,australia,indonesia,italy,brazil,tanzania,mexico,poland,turkey,spain,ukraine,russia,belgium
2917,2917,uk,india,us,nigeria,australia,germany,canada,france,pakistan,south africa,russia,tanzania,portugal,spain,ukraine,indonesia,brazil,turkey,mexico,morocco
2918,2918,uk,india,us,australia,nigeria,pakistan,germany,france,canada,ukraine,turkey,morocco,poland,tanzania,belgium,russia,portugal,mexico,italy,south africa
2919,2919,uk,india,us,australia,canada,pakistan,germany,france,nigeria,south africa,turkey,indonesia,brazil,belgium,egypt,tanzania,spain,italy,morocco,ukraine
2920,2920,us,uk,india,pakistan,australia,nigeria,france,canada,germany,tanzania,south africa,russia,ghana,mexico,belgium,portugal,turkey,indonesia,poland,egypt
2921,2921,uk,india,us,nigeria,france,canada,germany,pakistan,australia,morocco,indonesia,belgium,brazil,italy,ghana,russia,poland,ukraine,south africa,tanzania
2922,2922,uk,us,india,germany,canada,pakistan,nigeria,australia,france,poland,brazil,south africa,ukraine,mexico,spain,belgium,indonesia,tanzania,turkey,egypt
2923,2923,uk,india,us,nigeria,australia,canada,germany,france,pakistan,mexico,russia,italy,brazil,spain,ukraine,belgium,ghana,south africa,egypt,morocco
2924,2924,us,uk,india,nigeria,pakistan,australia,germany,canada,france,poland,ukraine,belgium,indonesia,russia,spain,brazil,ghana,mexico,italy,tanzania
2925,2925,india,us,uk,nigeria,france,canada,pakistan,australia,germany,mexico,belgium,egypt,portugal,russia,indonesia,ghana,south africa,morocco,italy,spain
2926,2926,uk,india,us,pakistan,france,canada,australia,nigeria,germany,portugal,ukraine,brazil,italy,belgium,mexico,tanzania,spain,south africa,ghana,indonesia
2927,2927,us,india,uk,germany,nigeria,australia,france,canada,pakistan,south africa,ghana,portugal,tanzania,brazil,spain,morocco,belgium,ukraine,indonesia,mexico
2928,2928,uk,india,us,germany,nigeria,australia,pakistan,france,canada,russia,poland,egypt,brazil,belgium,spain,ghana,south africa,portugal,italy,indonesia
2929,2929,us,uk,india,canada,france,germany,australia,pakistan,nigeria,spain,south africa,indonesia,mexico,italy,ghana,morocco,tanzania,brazil,ukraine,turkey
2930,2930,us,uk,india,france,australia,germany,nigeria,pakistan,canada,ukraine,russia,egypt,ghana,belgium,portugal,poland,italy,morocco,spain,brazil
2931,2931,uk,us,india,canada,france,germany,australia,pakistan,nigeria,spain,turkey,belgium,indonesia,poland,russia,mexico,ukraine,italy,brazil,tanzania
2932,2932,us,uk,india,germany,france,nigeria,pakistan,canada,australia,ghana,morocco,poland,mexico,turkey,indonesia,belgium,egypt,russia,ukraine,portugal
2933,2933,uk,us,india,france,canada,germany,nigeria,australia,pakistan,morocco,mexico,ghana,ukraine,tanzania,portugal,spain,belgium,turkey,poland,italy
2934,2934,uk,us,india,germany,pakistan,australia,nigeria,france,canada,poland,egypt,tanzania,morocco,south africa,italy,russia,ukraine,spain,portugal,indonesia
2935,2935,uk,us,india,nigeria,germany,pakistan,canada,france,australia,indonesia,morocco,egypt,russia,tanzania,ukraine,south africa,poland,turkey,belgium,mexico
2936,2936,uk,india,us,nigeria,canada,pakistan,australia,france,germany,indonesia,turkey,portugal,spain,morocco,tanzania,brazil,mexico,egypt,belgium,poland
2937,2937,uk,us,india,nigeria,pakistan,france,canada,australia,germany,ghana,south africa,italy,russia,tanzania,turkey,morocco,belgium,brazil,mexico,spain
2938,2938,uk,india,us,nigeria,germany,australia,canada,pakistan,france,poland,mexico,brazil,portugal,belgium,ukraine,russia,tanzania,south africa,italy,ghana
2939,2939,india,uk,us,canada,nigeria,pakistan,germany,france,australia,italy,ghana,brazil,spain,tanzania,turkey,russia,south africa,egypt,morocco,belgium
2940,2940,uk,india,us,france,pakistan,canada,nigeria,australia,germany,belgium,mexico,indonesia,ukraine,italy,russia,south africa,portugal,spain,morocco,turkey
2941,2941,uk,india,us,nigeria,pakistan,australia,germany,france,canada,spain,portugal,russia,tanzania,ukraine,turkey,morocco,indonesia,brazil,poland,belgium
2942,2942,uk,us,india,canada,nigeria,australia,france,pakistan,germany,morocco,belgium,spain,indonesia,south africa,italy,tanzania,turkey,ukraine,russia,ghana
2943,2943,us,uk,india,canada,germany,pakistan,nigeria,france,australia,indonesia,poland,egypt,spain,belgium,russia,italy,south africa,morocco,ukraine,mexico
2944,2944,uk,india,us,canada,australia,pakistan,nigeria,germany,france,tanzania,italy,ghana,indonesia,russia,spain,poland,ukraine,south africa,brazil,morocco
2945,2945,uk,india,us,australia,nigeria,france,germany,pakistan,canada,egypt,ghana,spain,portugal,poland,south africa,morocco,tanzania,russia,belgium,turkey
2946,2946,uk,us,india,france,pakistan,canada,germany,australia,nigeria,russia,south africa,italy,ghana,ukraine,indonesia,tanzania,spain,egypt,mexico,morocco
2947,2947,uk,us,india,germany,pakistan,france,australia,canada,nigeria,tanzania,ukraine,mexico,brazil,morocco,south africa,turkey,egypt,ghana,portugal,belgium
